Art.code;Omschrijving;Brutoprijs;Korting;Nettoprijs;Per;Eenheid;Groepcode;Art.Fab.;Fabrikant;Type rooster;Breedte
322648;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 45/45 MONO;87.39;;34.96;1;st;131;322648;BURGHOUWT;;
322649;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 45/50 KNOPZIJDE;87.39;;34.96;1;st;131;322649;BURGHOUWT;;
322650;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 40/30 KNOPZIJDE;65.56;;26.22;1;st;131;322650;BURGHOUWT;;
322651;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 40/50 KNOPZIJDE;80.11;;32.04;1;st;131;322651;BURGHOUWT;;
322652;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 30/40 KNOPZIJDE;65.56;;26.22;1;st;131;322652;BURGHOUWT;;
322653;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 40/55 KNOPZIJDE;87.39;;34.96;1;st;131;322653;BURGHOUWT;;
322654;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 35/35 KNOPZIJDE;72.84;;29.14;1;st;131;322654;BURGHOUWT;;
322655;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 50/45 KNOPZIJDE;87.39;;34.96;1;st;131;322655;BURGHOUWT;;
322656;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 30/45 KNOPZIJDE;72.84;;29.14;1;st;131;322656;BURGHOUWT;;
322657;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 45/30 KNOPZIJDE;72.84;;29.14;1;st;131;322657;BURGHOUWT;;
322658;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 45/40 KNOPZIJDE;80.11;;32.04;1;st;131;322658;BURGHOUWT;;
322659;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 30/50 KNOPZIJDE;72.84;;29.14;1;st;131;322659;BURGHOUWT;;
322660;ENKELE CILINDER CORBIN STANDAARD  35/10 MONO;32.78;;18.03;1;st;132;9095200011;ASSA ABLOY;;
322661;ENKELE CILINDER CORBIN STANDAARD  40/10 MONO;32.78;;18.03;1;st;132;9095200021;ASSA ABLOY;;
322662;ENKELE CILINDER CORBIN STANDAARD  45/10 MONO;44.16;;24.29;1;st;132;9095200031;ASSA ABLOY;;
322663;ENKELE CILINDER CORBIN STANDAARD  50/10 MONO;54.35;;29.89;1;st;132;9095200041;ASSA ABLOY;;
322664;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 55/30 KNOPZIJDE;77.95;;31.18;1;st;131;322664;BURGHOUWT;;
322667;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 55/35 KNOPZIJDE;85.03;;34.01;1;st;131;322667;BURGHOUWT;;
322671;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 30/30 MONO;58.28;;23.31;1;st;131;322671;BURGHOUWT;;
322673;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 30/30 MESSING;58.28;;23.31;1;st;131;322673;BURGHOUWT;;
322674;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 30/35 KNOPZIJDE;65.56;;26.22;1;st;131;322674;BURGHOUWT;;
322675;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 35/30 KNOPZIJDE;65.56;;26.22;1;st;131;322675;BURGHOUWT;;
322676;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 35/40 KNOPZIJDE;72.84;;29.14;1;st;131;322676;BURGHOUWT;;
322677;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 60/40 KNOPZIJDE;87.39;;34.96;1;st;131;322677;BURGHOUWT;;
322678;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 40/60 KNOPZIJDE;87.39;;34.96;1;st;131;322678;BURGHOUWT;;
322680;KNOPCILINDER DUBBEL CORBIN STANDAARD  30/30 MONO;43.13;;23.72;1;st;131;9096200600;ASSA ABLOY;;
322681;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 35/45 KNOPZIJDE;78.87;;31.55;1;st;131;XR04N** 35/45KNOPZ. OVALE KNOP;WINKHAUS;;
322682;PROF.CIL.KNOP-DUBBEL STANDAARD  30/30 MESSING;9.64;;9.64;1;st;131;9096000600;ASSA ABLOY;;
322694;SLEUTEL TBV P&E ESPAGNOLET  NUMMER 2D 110/ SET A 2 ST.;6.57;;6.57;1;st;1105;322694;BURGHOUWT;;
322696;SLEUTEL TBV HOPPE RAAMSLUITING  H001;2.14;;2.14;1;st;1146;1884371;HOPPE;;
322697;SLEUTEL TBV HOPPE RAAMSLUITING  2W130;2.14;;2.14;1;st;1146;2385531;HOPPE;;
322699;SLEUTEL TBV HOPPE RAAMSLUITING  2W153;2.14;;2.14;1;st;1146;11756883;HOPPE;;
322700;SLEUTEL TBV HOPPE RAAMSLUITING  2W123;2.14;;2.14;1;st;1146;6424188;HOPPE;;
322701;SLEUTEL AXA TBV 3012 / 3319  NR G;33.90;;33.90;10;st;1146;39900037;AXA;;
322702;SLEUTEL AXA TBV 2660 / 3320  UNI;18.48;;18.48;8;st;1146;26609122;AXA;;
322709;SLEUTEL PASSEND OP DOM-RN  ORIGINEEL;4.24;;4.24;1;st;1119;322709;BURGHOUWT;;
322756;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 40/40 KNOPZIJDE;72.84;;29.14;1;st;131;322756;BURGHOUWT;;
322757;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 50/40 KNOPZIJDE;80.11;;32.04;1;st;131;322757;BURGHOUWT;;
322758;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 50/30 KNOPZIJDE;72.84;;29.14;1;st;131;322758;BURGHOUWT;;
322759;KNOPCILINDER DUBBEL WINKHAUS XR SKG**  OVALE KNOP 40/45 KNOPZIJDE;80.11;;32.04;1;st;131;322759;BURGHOUWT;;
322812;PROF.CIL.DUBBEL **SKG DOM-333  30-45 MONO;32.24;;12.99;1;st;133;322812;BURGHOUWT;;
322830;KNOPCILINDER ENKEL WINKHAUS  OVALE KNOP 35/10;55.76;;22.30;1;st;131;322830;BURGHOUWT;;
322831;KNOPCILINDER ENKEL WINKHAUS  OVALE KNOP 40/10;55.76;;22.30;1;st;131;322831;BURGHOUWT;;
322832;KNOPCILINDER ENKEL WINKHAUS  OVALE KNOP KNOPZIJDE45/10;63.38;;25.35;1;st;131;322832;BURGHOUWT;;
322833;KNOPCILINDER ENKEL WINKHAUS  OVALE KNOP 50/10;63.38;;25.35;1;st;131;322833;BURGHOUWT;;
322834;KNOPCILINDER ENKEL WINKHAUS  OVALE KNOP 55/10;71.00;;28.40;1;st;131;322834;BURGHOUWT;;
322845;DUBBELE CILINDER DOM 333 PLURA  50/40 MONO;50.70;;43.09;1;st;133;322845;BURGHOUWT;;
322846;CILINDER 333 PLURA SKG2** 30/30 DOM  P2 GELIJKSLUITEND NIKKEL;38.95;;33.11;1;st;133;322846;BURGHOUWT;;
322847;CILINDER 333 PLURA SKG** 30/30 DOM  P3 GELIJKSLUITEND NIKKEL;58.43;;49.67;1;st;133;322847;BURGHOUWT;;
322848;HALVE CILINDER PLURA SKG** 0/30 DOM  MONO NIKKEL;19.13;;16.26;1;st;132;322848;BURGHOUWT;;
322849;CILINDER PLURA SKG** 30/30 DOM  MONO NIKKEL;19.48;;16.56;1;st;133;322849;BURGHOUWT;;
322871;KNOPCILINDER ENKEL WINKHAUS  OVALE KNOP 30/10;48.14;;19.26;1;st;131;1000000001;WINKHAUS;;
322895;DUMMY/BLINDE CILINDER DOM  VERSTELBAAR 50-75MM;31.88;;22.32;1;st;136;322895;BURGHOUWT;;
322901;DUBBELE CILINDER MAUER F-A140 SKG**  31/31 MONO CERTIFICAAT;48.06;;36.04;1;st;133;322901;BURGHOUWT;;
322997;DUPLICAAT SLEUTEL CERTIFICAAT  ALGEMEEN;18.40;;13.80;1;st;1617;322997;BURGHOUWT;;
323113;SMALSLOT TONROLSLOT LIPS NIKKEL  2072N 150X25MM;123.02;;79.96;1;st;118;7326052;ASSA ABLOY;;
323114;SMALSLOT TONROLSLOT LIPS MESSING  2072M 150X25MM;106.83;;69.44;1;st;118;7326050;ASSA ABLOY;;
323115;SMALSLOT TONROLSLOT BA2185 VERZINKT  170X24MM;117.50;;54.05;1;st;118;323115;BURGHOUWT;;
323116;SMALSLOT TONROLSLOT NEMEF RVS DM25  9681/07 245X24MM;92.51;;46.25;1;st;118;9968107000;ASSA ABLOY;;
323117;SMALSLOT TONROLSLOT NEMEF RVS DM30  9682/07 245X24MM;92.51;;46.25;1;st;118;9968207000;ASSA ABLOY;;
323118;SMALSLOT TONROLSLOT NEMEF RVS DM35  9683/07 245X24MM;92.51;;46.25;1;st;118;9968307000;ASSA ABLOY;;
323119;SMALSLOT TONROLSLOT NEMEF RVS DM40  9684/07 245X24MM;92.51;;46.25;1;st;118;9968407000;ASSA ABLOY;;
323120;SMALSLOT TONROLSLOT NEMEF RVS DM45  9685/07 245X24MM;92.51;;46.25;1;st;118;9968507000;ASSA ABLOY;;
323121;SMALSLOT HAAKSCHOOTSLOT NEMEF RVS DM30  9692/07 245X24MM ZONDER PEN;64.30;;32.15;1;st;118;9969207100;ASSA ABLOY;;
323122;SMALSLOT HAAKSCHOOTSLOT NEMEF RVS DM35  9693/07 245X24MM ZONDER PEN;64.30;;32.15;1;st;118;9969307100;ASSA ABLOY;;
323123;SMALSLOT HAAKSCHOOTSLOT NEMEF RVS DM40  9694/07 245X24MM ZONDER PEN;64.30;;32.15;1;st;118;9969407100;ASSA ABLOY;;
323124;SMALSLOT HAAKSCHOOTSLOT NEMEF RVS DM45  9695/07 245X24MM ZONDER PEN;64.30;;32.15;1;st;118;9969507100;ASSA ABLOY;;
323150;TONROLSNAPSLOT METAAL MET RVS VOORPLAAT  VOORPLAAT 22X76MM KASTDIEPTE 51MM;33.91;;22.04;1;st;1111;323150;BURGHOUWT;;
323300;DUBBELE CILINDER MAUER F3 SKG***  31/31 MONO KERNTREK;55.04;;29.95;1;st;133;323300;BURGHOUWT;;
323310;PROF.CIL.DUBBEL ***SKG KERNTREK  36/36 F3 MET 3 SL.;31.82;;27.95;1;st;133;323310;BURGHOUWT;;
323316;DUBBELE CILINDER MAUER F3 SKG***  41/41 MONO KERNTREK;35.76;;31.95;1;st;133;323316;BURGHOUWT;;
323317;DUBBELE CILINDER MAUER F3 SKG***  41/46 MONO KERNTREK;37.86;;33.95;1;st;133;323317;BURGHOUWT;;
323349;PROF.CIL.DUBBEL ***SKG KERNTREK  31/46 F3 MET 3 SL.VRIJLOOP;37.68;;32.95;1;st;133;323349;BURGHOUWT;;
323451;ENKELE CILINDER MAUER F3 SKG***  31/9 MONO KERNTREK;21.46;;19.95;1;st;132;323451;BURGHOUWT;;
323454;PROF.CIL. ENKEL ***SKG KERNTREK  46/9  F3 MET 3 SL.;26.21;;24.95;1;st;132;323454;BURGHOUWT;;
323495;CILINDERSLOT ASSA RVS DM60 235X20MM  2420/17 AFGER PC72 LS/RS EXCL.SLUITPLAAT;44.16;;28.70;1;st;115;7262215;ASSA ABLOY;;
323502;CILINDERSET MAUER F3 SKG***  2X DUBB.31/31 GS 6SL KERNTREK;56.56;;49.95;1;st;134;323502;BURGHOUWT;;
323513;CILINDERSET MAUER F3 SKG***  3X DUBB.31/46 GS 9SL KERNTREK;101.58;;89.95;1;st;134;323513;BURGHOUWT;;
323514;CILINDERSET MAUER F3 SKG***  4X DUBB.31/46 GS 12SL KERNTREK;136.40;;119.95;1;st;134;323514;BURGHOUWT;;
323515;PROF.CIL.DUBBEL ***SKG KERNTREK  SET 5X31/46-GS-15 SL.;171.23;;171.23;1;st;133;323515;BURGHOUWT;;
323521;CILINDERSET MAUER F3 SKG***  2X DUBB.31/31 - 1X ENK.31/9 GS 9SL KERN.;78.00;;69.95;1;st;134;323521;BURGHOUWT;;
323522;PROF.CIL.DUBB./ENK.***SKG KERNTREK  SET 1X31/46-1X31/9 GS-6 SL.;56.28;;49.95;1;st;133;323522;BURGHOUWT;;
323523;PROF.CIL.DUBB./ENK.***SKG KERNTREK  SET 2X31/46-1X31/9 GS-9 SL.;89.65;;79.95;1;st;133;323523;BURGHOUWT;;
323532;PROF.CIL.DUBBEL ***SKG KERNTREK  SET 1X31/46-1X46/9 GS-6 SL.;59.57;;52.95;1;st;133;323532;BURGHOUWT;;
323533;PROF.CIL.DUBBEL ***SKG KERNTREK  SET 2X31/46-1X46/9 GS-9 SL.;94.40;;82.95;1;st;133;323533;BURGHOUWT;;
323540;PROF.CIL.DUBBEL ***SKG KERNTREK  SET 1X31/46-1X31/31 GS-6 SL.;60.19;;52.95;1;st;133;323540;BURGHOUWT;;
323544;PROF.CIL.DUBBEL ***SKG KERNTREK  SET 2X31/46-2X31/31 GS-12 SL.;123.29;;109.95;1;st;133;323544;BURGHOUWT;;
323590;KASTSLOT Z/SLUITPL.PC.LIPS  2455-17U20-60MM;38.89;;25.28;1;st;119;7962026;ASSA ABLOY;;
323614;LOOPSLOT ASSA RVS DM60 235X20MM  2465/17 AFGER LS/RS EXCL. SLUITPLAAT;36.64;;23.82;1;st;117;7272215;ASSA ABLOY;;
323638;TOILETSLOT ASSA RVS DM60 235X20MM  2486/17 AFGER WC72/8 LS/RS EXCL.SLUITPL.;55.27;;35.93;1;st;1118;7273215;ASSA ABLOY;;
323640;VEILIGHEIDSSLOT ASSA RVS DM60 235X24MM  2422/17 AFGER PC72 SKG** LS/RS EXCL.SLPL;57.01;;37.06;1;st;114;7266546;ASSA ABLOY;;
323700;KNOPCILINDER DUBB. BA FP2-A140 SKG***  31/31 MONO KERNTREK CERTIFICAAT;67.56;;50.67;1;st;131;323700;BURGHOUWT;;
323701;DUBBELE CILINDER BA FP2-A140 SKG***  31/31 MONO KERNTREK CERTIFICAAT;59.30;;44.47;1;st;133;323701;BURGHOUWT;;
323702;CILINDERSET BA FP2-A140 SKG***  2X DUBB.31/31 GS 6SL KERN.CERT.;131.76;;98.82;1;st;134;323702;BURGHOUWT;;
323703;CILINDERSET BA FP2-A140 SKG***  3X DUBB.31/31 GS 9SL KERN.CERT.;197.66;;148.24;1;st;134;323703;BURGHOUWT;;
323705;CILINDERSET BA FP2-A140 SKG***  5X DUBB.31/31 GS 15SL KERN.CERT.;329.44;;247.08;1;st;134;323705;BURGHOUWT;;
323708;CILINDERSET BA FP2-A140 SKG***  2X DUBB. 46/31 GS 6SL KERN.CERT.;149.53;;112.15;1;st;134;323708;BURGHOUWT;;
323710;CILINDERSET BA FP2-A140 SKG***  1X DUBB.31/31 - 1X ENK.31/9VM KERN.CERT.;107.98;;80.98;1;st;134;323710;BURGHOUWT;;
323731;DUBBELE CILINDER BA FP2-A140 SKG***  46/31 MONO KERNTREK CERTIFICAAT;74.77;;56.08;1;st;133;323731;BURGHOUWT;;
323732;DUBBELE CILINDER BA FP2-A140 SKG***  36/31 MONO KERNTREK CERTIFICAAT;66.59;;49.94;1;st;133;323732;BURGHOUWT;;
323733;DUBBELE CILINDER BA FP2-A140 SKG***  41/31 MONO KERNTREK CERTIFICAAT;70.48;;52.86;1;st;133;323733;BURGHOUWT;;
323735;DUBBELE CILINDER BA FP2-A140 SKG***  51/31 MONO KERNTREK CERTIFICAAT;75.42;;56.56;1;st;133;323735;BURGHOUWT;;
323736;DUBBELE CILINDER MAUER FP2-A140 SKG***  61/31 MONO KERNTREK CERTIFICAAT;84.76;;63.57;1;st;133;323736;BURGHOUWT;;
323737;DUBBELE CILINDER MAUER FP2-A140 SKG***  36/36 MONO KERNTREK CERTIFICAAT;70.97;;53.23;1;st;133;323737;BURGHOUWT;;
323738;DUBBELE CILINDER BA FP2-A140 SKG***  41/41 MONO KERNTREK CERTIFICAAT;83.78;;62.83;1;st;133;323738;BURGHOUWT;;
323741;DUBBELE CILINDER BA FP2-A140 SKG***  46/36 MONO KERNTREK CERTIFICAAT;83.78;;62.83;1;st;133;323741;BURGHOUWT;;
323742;DUBBELE CILINDER BA FP2-A140 SKG***  41/36 MONO KERNTREK CERTIFICAAT;78.99;;59.24;1;st;133;323742;BURGHOUWT;;
323743;DUBBELE CILINDER MAUER FP2-A140 SKG***  51/51 SERVICE KERNTREK CERTIFICAAT;87.90;;52.95;1;st;133;323743;BURGHOUWT;;
323749;ENKELE CILINDER BA FP2-A140 SKG***  31/9 VM MONO KERNTREK CERTIFICAAT;48.67;;36.50;1;st;132;323749;BURGHOUWT;;
323754;ENKELE CILINDER BA FP2-A140 SKG***  46/9 MONO KERNTREK CERTIFICAAT;52.20;;39.15;1;st;132;323754;BURGHOUWT;;
323763;KNOPCILINDER DUBBEL BA FP2-A140 SKG***  46K/31 MONO KERNTREK CERTIFICAAT;84.39;;63.29;1;st;131;323763;BURGHOUWT;;
323764;KNOPCILINDER DUBBEL BA FP2-A140 SKG***  31K/46 MONO KERNTREK CERTIFICAAT;84.39;;63.29;1;st;131;323764;BURGHOUWT;;
323998;SLEUTEL EXTRA MEEBESTELD  F3-A700 (BIJ KERNTR.CIL.);3.77;;3.29;1;st;1119;323998;BURGHOUWT;;
324000;SLEUTEL NABESTELD OP NUMMER  F3-A700;16.69;;16.69;1;st;1119;324000;BURGHOUWT;;
324014;VH CILINDERROZET ABUS  WIT RS 106 W;17.70;;11.50;1;st;219;324014;BURGHOUWT;;
324015;OPLEGSLOT RAAM/DEUR/PUI BN.DR.  FTS88 WIT SKG**;109.17;;81.88;1;st;112;324015;BURGHOUWT;;
324016;OPLEGSLOT RAAM/DEUR BT.DR.  DF88  WIT SKG*;113.31;;84.98;1;st;112;324016;BURGHOUWT;;
324022;OPLEGSLOT RAAM/DEUR/PUI BN.DR.  FTS96 WIT SKG***;124.46;;93.34;1;st;112;324022;BURGHOUWT;;
324143;KNOPCILINDER DUBBEL CAS SKG** PKVW  K35/35 MONO;85.88;;42.94;1;st;131;324143;BURGHOUWT;;
325840;STORMKETTING BESCHERMD MET VEER  LENGTE KETTING 50CM VEER 14CM;14.20;;9.94;1;st;174;325840;BURGHOUWT;;
325842;STORMKETTING ZWAAR MODEL LS/RS  LENGTE KETTING 60CM VEER 8CM;124.88;;87.42;1;st;174;325842;BURGHOUWT;;
325921;VH PANIEKBESL. HOPPE GR-KR F1 PC72-KT***  878G/2236ZA/2214/138FD ST=9 DD53-58 F=E;174.02;;78.31;1;st;2120;10792515;HOPPE;;
325923;VH PANIEKBESL. HOPPE GR-KR F1 PC92-KT***  878G/2236ZA/2214/138FD ST=9 DD53-58 F=E;174.02;;78.31;1;st;2120;12321928;HOPPE;;
325925;VH PANIEKBESL. HOPPE KR-KR F1 PC72-KT***  138FD9/2236ZA/2214 ST=9 DD53-58 F=B;190.82;;85.87;1;st;2120;10792478;HOPPE;;
325927;VH PANIEKBESL. HOPPE KR-KR F1 PC92-KT***  138FD9/2236ZA/2214 ST=9 DD53-58 F=B;190.82;;85.87;1;st;2120;12321904;HOPPE;;
325931;VH PANIEKBESL. HOPPE GR-KR F1 PC72-KT***  876G/3236ZA/3214/138FD ST=9 DD53-58 F=E;174.02;;78.31;1;st;2120;10791838;HOPPE;;
325933;VH PANIEKBESL. HOPPE GR-KR F1 PC92-KT***  876G/3236ZA/3214/138FD ST=9 DD53-58 F=E;174.02;;78.31;1;st;2120;12321935;HOPPE;;
325935;VH PANIEKBESL. HOPPE KR-KR F1 PC72-KT***  138FD9/3236ZA/3214 ST=9 DD53-58 F=B;190.82;;85.87;1;st;2120;3988536;HOPPE;;
325937;VH PANIEKBESL. HOPPE KR-KR F1 PC92-KT***  138FD9/3236ZA/3214 ST=9 DD53-58 F=B;190.82;;85.87;1;st;2120;12321916;HOPPE;;
326070;VH DEURBESLAG HOPPE GR-KR PC55-KT***  61G/2236ZA/2214/113 F1 DD38-43 50X250MM;91.25;;41.06;1;st;2110;3868702;HOPPE;;
326071;VH DEURBESLAG HOPPE GR-KR PC72-KT***  61G/2236ZA/2214/113 F1 DD38-43 50X250MM;91.25;;41.06;1;st;2110;3816081;HOPPE;;
326072;VH DEURBESLAG HOPPE GR-KR PC92-KT***  61G/2236ZA/2214/113 F1 DD38-43 50X250MM;91.25;;41.06;1;st;2110;3816179;HOPPE;;
326073;VH DEURBESLAG HOPPE GR-KR PC72-KT***  61G/2236ZA/2214/113 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;3816267;HOPPE;;
326074;VH DEURBESLAG HOPPE GR-KR PC92-KT***  61G/2236ZA/2214/113 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;3816291;HOPPE;;
326075;VH DEURBESLAG HOPPE GR-KR PC72-KT***  61G/2236ZA/2214/113 F1 DD63-68 50X250MM;98.10;;44.14;1;st;2110;12186655;HOPPE;;
326076;VH DEURBESLAG HOPPE GR-KR PC92-KT***  61G/2236ZA/2214/113 F1 DD63-68 50X250MM;91.25;;41.06;1;st;2110;3889511;HOPPE;;
326077;VH DEURBESLAG HOPPE KR-KR PC55-KT***  113/2236ZA/2214 F1 DD38-43 50X250MM;91.25;;41.06;1;st;2110;3868500;HOPPE;;
326078;VH DEURBESLAG HOPPE KR-KR PC72-KT***  113/2236ZA/2214 F1 DD38-43 50X250MM;91.25;;41.06;1;st;2110;3816566;HOPPE;;
326079;VH DEURBESLAG HOPPE KR-KR PC92-KT***  113/2236ZA/2214 F1 DD38-43 50X250MM;91.25;;41.06;1;st;2110;3816574;HOPPE;;
326080;VH DEURBESLAG HOPPE KR-KR PC72-KT***  113/2236ZA/2214 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;3816582;HOPPE;;
326081;VH DEURBESLAG HOPPE KR-KR PC92-KT***  113/2236ZA/2214 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;3816591;HOPPE;;
326082;VH DEURBESLAG HOPPE KR-KR PC55-KT***  113/2236ZA/2214 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;3868542;HOPPE;;
326083;VH DEURBESLAG HOPPE KR-KR PC92-KT***  113/2236ZA/2214 F1 DD63-68 50X250MM;91.25;;41.06;1;st;2110;3889538;HOPPE;;
326084;VH DEURBESLAG HOPPE KR-KR PC72-KT***  113/2236ZA/2214 F1 DD63-68 50X250MM;91.25;;41.06;1;st;2110;11745721;HOPPE;;
326085;VH DEURBESLAG HOPPE GR-KR PC55***  61G/2235/2214/113 F1 DD38-43 50X250MM;73.23;;32.95;1;st;2110;3816419;HOPPE;;
326086;VH DEURBESLAG HOPPE GR-KR PC72***  61G/2235/2214/113 F1 DD38-43 50X250MM;73.23;;32.95;1;st;2110;3816339;HOPPE;;
326091;VH DEURBESLAG HOPPE GR-KR PC72***  61G/2235/2214/113 F1 DD53-58 50X250MM;73.23;;32.95;1;st;2110;3816478;HOPPE;;
326100;VH DEURBESLAG HOPPE KR-KR PC55***  113/2235/2214 F1 DD38-43 50X250MM;73.23;;32.95;1;st;2110;3816697;HOPPE;;
326101;VH DEURBESLAG HOPPE KR-KR PC72***  113/2235/2214 F1 DD38-43 50X250MM;73.23;;32.95;1;st;2110;3816751;HOPPE;;
326105;VH DEURBESLAG HOPPE KR-KR PC55***  113/2235/2214 F1 DD53-58 50X250MM;73.23;;32.95;1;st;2110;3816777;HOPPE;;
326106;VH DEURBESLAG HOPPE KR-KR PC72***  113/2235/2214 F1 DD53-58 50X250MM;73.23;;32.95;1;st;2110;3816806;HOPPE;;
326107;VH DEURBESLAG HOPPE KR-KR PC92***  113/2235/2214 F1 DD53-58 50X250MM;73.23;;32.95;1;st;2110;3816814;HOPPE;;
326249;VH DEURBESLAG HOPPE GR-KR PC72-KT***  33/3236ZA/3214/1138 F1 DD53-58 50X250MM;113.62;;51.13;1;st;2110;3805648;HOPPE;;
326250;VH DEURBESLAG HOPPE GR-KR PC92-KT***  33/3236ZA/3214/1138 F1 DD53-58 50X250MM;113.62;;51.13;1;st;2110;3805656;HOPPE;;
326255;VH DEURBESLAG HOPPE KR-KR PC72-KT***  1138/3236ZA/3214 F1 DD38-43 50X250MM;109.03;;49.06;1;st;2110;3805664;HOPPE;;
326258;VH DEURBESLAG HOPPE KR-KR PC72-KT***  1138/3236ZA/3214 F1 DD53-58 50X250MM;109.03;;49.06;1;st;2110;3805701;HOPPE;;
326259;VH DEURBESLAG HOPPE KR-KR PC92-KT***  1138/3236ZA/3214 F1 DD53-58 50X250MM;109.03;;49.06;1;st;2110;3805710;HOPPE;;
326551;VH DEURBESLAG HOPPE GR-KR PC72-KT***  86G/3236ZA/3214/1710 F1 D38-43 50X250MM;91.49;;41.17;1;st;2110;3807555;HOPPE;;
326555;VH DEURBESLAG HOPPE GR-KR PC72-KT***  86G/3236ZA/3214/1710 F1 D53-58 50X250MM;91.49;;41.17;1;st;2110;3807571;HOPPE;;
326556;VH DEURBESLAG HOPPE GR-KR PC92-KT***  86G/3236ZA/3214/1710 F1 D53-58 50X250MM;91.49;;41.17;1;st;2110;3807580;HOPPE;;
326560;VH DEURBESLAG HOPPE KR-KR PC55-KT***  1710/3236ZA/3214 F1 DD38-43 50X250MM;91.49;;41.17;1;st;2110;3883671;HOPPE;;
326561;VH DEURBESLAG HOPPE KR-KR PC72-KT***  1710/3236ZA/3214 F1 DD38-43 50X250MM;91.49;;41.17;1;st;2110;3807598;HOPPE;;
326565;VH DEURBESLAG HOPPE KR-KR PC72-KT***  1710/3236ZA/3214 F1 DD53-58 50X250MM;91.49;;41.17;1;st;2110;3807627;HOPPE;;
326566;VH DEURBESLAG HOPPE KR-KR PC92-KT***  1710/3236ZA/3214 F1 DD53-58 50X250MM;91.49;;41.17;1;st;2110;3807651;HOPPE;;
326570;VH DEURBESLAG HOPPE GR-KR PC72-KT***  61G/3236ZA/3214/113 F1 D53-58 50X250MM;91.25;;41.06;1;st;2110;12313890;HOPPE;;
326572;VH DEURBESLAG HOPPE GR-KR PC92-KT***  61G/3236ZA/3214/113 F1 D53-58 50X250MM;91.25;;41.06;1;st;2110;12313920;HOPPE;;
326580;VH DEURBESLAG HOPPE GR-KR PC72-KT***  61G/3236ZA/3214/113 F1 D63-68 50X250MM;91.25;;41.06;1;st;2110;12313919;HOPPE;;
326582;VH DEURBESLAG HOPPE GR-KR PC92-KT***  61G/3236ZA/3214/113 F1 D63-68 50X250MM;91.25;;41.06;1;st;2110;12313932;HOPPE;;
326590;VH DEURBESLAG HOPPE KR-KR PC72-KT***  113/3236ZA/3214 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;12313993;HOPPE;;
326592;VH DEURBESLAG HOPPE KR-KR PC92-KT***  113/3236ZA/3214 F1 DD53-58 50X250MM;91.25;;41.06;1;st;2110;12314018;HOPPE;;
326600;VH DEURBESLAG HOPPE KR-KR PC72-KT***  113/3236ZA/3214 F1 DD63-68 50X250MM;91.25;;41.06;1;st;2110;12314006;HOPPE;;
326602;VH DEURBESLAG HOPPE KR-KR PC92-KT***  113/3236ZA/3214 F1 DD63-68 50X250MM;91.25;;41.06;1;st;2110;12314025;HOPPE;;
326698;VH SCHILD HOPPE BUITEN ALLEEN PC72-KT  2236ZA F1 50X250MM SKG***;54.53;;24.54;1;st;218;10715472;HOPPE;;
326699;VH SCHILD HOPPE BUITEN ALLEEN PC92-KT  2236ZA F1 50X250MM SKG***;54.53;;24.54;1;st;218;10715481;HOPPE;;
326700;VH SCHILD HOPPE BUITEN PC55-KT  2236ZA F1 50X250MM SKG***;52.48;;23.62;1;st;218;3629701;HOPPE;;
