Art.code;Omschrijving;Brutoprijs;Korting;Nettoprijs;Per;Eenheid;Groepcode;Art.Fab.;Fabrikant;Type rooster;Breedte
522499;MEERPUNTSSL. KFV GENIUS PANIEK E CB XF  EP960 B001S DM45 PC92/9 2170 T16;1451.39;;943.40;1;st;111;3500163;KFV;;
522550;SLUITLIJST KFV 1545X32X7/11 SKG**  B298 LS 1755-1880 K-VISION REHAU-SYNEGO;63.87;;38.32;1;st;1301;3508113;KFV;;
522551;SLUITLIJST KFV 1545X32X7/11 SKG**  B298 RS 1755-1880 K-VISION REHAU-SYNEGO;63.87;;38.32;1;st;1301;3508114;KFV;;
522552;SLUITLIJST KFV 1670X32X7/11 SKG**  B001 LS 1881-2170 K-VISION REHAU-SYNEGO;63.87;;38.32;1;st;1301;3508109;KFV;;
522553;SLUITLIJST KFV 1670X32X7/11 SKG**  B001 RS 1881-2170 K-VISION REHAU-SYNEGO;63.87;;38.32;1;st;1301;3508110;KFV;;
522554;SLUITLIJST KFV 1920X32X7/11 SKG**  B003 LS 2171-2400 K-VISION REHAU-SYNEGO;63.87;;38.32;1;st;1301;3508111;KFV;;
522555;SLUITLIJST KFV 1920X32X7/11 SKG**  B003 RS 2171-2400 K-VISION REHAU-SYNEGO;63.87;;38.32;1;st;1301;3508112;KFV;;
522556;SLUITLIJST KFV 1920X32X7/11 SKG**  B602 LS 2107-2231 K-VISION REHAU-SYNEGO;109.66;;65.80;1;st;1301;3520986;KFV;;
522557;SLUITLIJST KFV 1920X32X7/11 SKG**  B602 RS 2107-2231 K-VISION REHAU-SYNEGO;109.66;;65.80;1;st;1301;3520987;KFV;;
522560;SLUITLIJST KFV TSH 1670X32X7/11 SKG**  B001 LS 1881-2170 K-VISION REHAU-SYNEGO;120.31;;72.19;1;st;1301;3508115;KFV;;
522561;SLUITLIJST KFV TSH 1670X32X7/11 SKG**  B001 RS 1881-2170 K-VISION REHAU-SYNEGO;120.31;;72.19;1;st;1301;3508116;KFV;;
522562;SLUITLIJST KFV TSH 1920X32X7/11 SKG**  B003 LS 2171-2400 K-VISION REHAU-SYNEGO;120.31;;72.19;1;st;1301;3508117;KFV;;
522564;SLUITLIJST KFV TSH 1920X32X7/11 SKG**  B003 RS 2171-2400 K-VISION REHAU-SYNEGO;120.31;;72.19;1;st;1301;3508118;KFV;;
522580;SLUITPLAAT KFV ZWENKHAAK  RS REHAU SYNEGO;14.89;;8.93;1;st;126;3513524;KFV;;
522581;SLUITPLAAT KFV ZWENKHAAK  LS REHAU SYNEGO;14.89;;8.93;1;st;126;3513523;KFV;;
522582;SLUITPLAAT KFV DAG/NACHT  RS REHAU SYNEGO;20.51;;12.31;1;st;126;3513520;KFV;;
522583;SLUITPLAAT KFV DAG/NACHT  LS REHAU SYNEGO;20.51;;12.31;1;st;126;3513519;KFV;;
522584;SLUITPLAAT KFV T2 BIJZETSLOT  RS REHAU;42.24;;25.34;1;st;1211;3482287;KFV;;
522586;SLUITPLAAT KFV T2 BIJZETSLOT  LS REHAU;42.24;;25.34;1;st;1211;3482286;KFV;;
522588;SLUITPLAAT KFV PEN STOLP  REHAU SYNEGO;13.83;;8.30;1;st;126;3496183;KFV;;
522589;SLUITPLAAT KFV PEN STOLP U24X6  REHAU SYNEGO TBV VLAKKE DORPEL SKG**;13.83;;8.30;1;st;126;3483296;KFV;;
522901;EINDKAPJE KFV GRIJS LS  TBV SLUITLIJST/-PLAAT GEALAN;2.12;;1.27;1;st;1306;3505035;KFV;;
522902;EINDKAPJE KFV GRIJS RS  TBV SLUITLIJST/-PLAAT GEALAN;2.12;;1.27;1;st;1306;3505036;KFV;;
522911;EINDKAPJE KFV GRIJS LS/RS  TBV SLUITLIJST PROFINE;1.03;;0.62;1;st;1306;3486638;KFV;;
522916;EINDKAPJE KFV GRIJS LS  TBV SLUITPLAAT PROFINE;3.23;;1.94;1;st;1306;3493774;KFV;;
522917;EINDKAPJE KFV GRIJS RS  TBV SLUITPLAAT PROFINE;3.23;;1.94;1;st;1306;3493773;KFV;;
522921;EINDKAPJE KFV LS/RS BI-DR  TBV SLUITLIJST/-PLAAT REHAU;1.03;;0.62;1;st;1306;3485962;KFV;;
522931;EINDKAPJE KFV LS/RS BU-DR  TBV VOORPLAAT MEERPUNTSSLUITING;1.03;;0.62;1;st;111;3479316;KFV;;
522933;EINDKAPJE KFV GRIJS DZM170 16MM  TBV VOORPLAAT MEERPUNTSSLUITING;1.06;;0.64;1;st;111;3481493;KFV;;
522935;EINDKAPJE KFV GRIJS DZM171 20MM  TBV VOORPLAAT MEERPUNTSSLUITING;1.03;;0.62;1;st;111;3481494;KFV;;
522941;EINDKAPJE KFV GRIJS / LS  TBV SLUITLIJST/-PLAAT VEKA;3.23;;1.94;1;st;1306;3496345;KFV;;
522942;EINDKAPJE KFV GRIJS / RS  TBV SLUITLIJST/-PLAAT VEKA;3.23;;1.94;1;st;1306;3496346;KFV;;
523992;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B001 DM35 PC92 VP16 ZELFSLUITEND;183.01;;109.81;1;st;111;3505479;KFV;;
524000;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B001 DM45 PC92 2170T16 SL ZELFSL;176.10;;96.85;1;st;111;3505484;KFV;;
524002;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B003 DM45 PC92 2400T16 SL ZELFSL;177.02;;97.36;1;st;111;3505485;KFV;;
524020;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B001 DM45 PC92 U24-6 SL ZELFSL;176.10;;96.85;1;st;111;3505770;KFV;;
524024;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B003 DM45 PC92 U24-6 SL ZELFSL;177.02;;97.36;1;st;111;3505919;KFV;;
524030;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B001 DM55 PC92 VP16-6 SL ZELFSL;176.10;;96.85;1;st;111;3505736;KFV;;
524032;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B003 DM55 PC92 VP16-6 SL ZELFSL.;140.81;;77.45;1;st;111;3505737;KFV;;
524034;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS3600 B298 DM55 PC92 VP16-6 SL ZELFSL;140.81;;77.45;1;st;111;3505738;KFV;;
524100;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750SL 16S DM45 PC92 B602U1;138.54;;83.12;1;st;111;3529177;KFV;;
524101;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750SL 20S DM45 PC92 B602U1;162.84;;97.70;1;st;111;3529178;KFV;;
524102;MEERPUNTSSLUITING KFV KRUKBEDIEND SKG**  AS4540AN XL B602 DM45 VP16 PC92;175.85;;105.51;1;st;111;3518738;KFV;;
524103;MEERPUNTSSLUITING KFV KRUKBEDIEND SKG**  AS4540ZD XL B602D1S DM45 20S PC92;175.83;;105.50;1;st;111;3518739;KFV;;
524104;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750SL 16S DM45 PC92 B603U1;162.84;;97.70;1;st;111;3529173;KFV;;
524105;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750SL 20S DM45 PC92 B603U1;158.55;;95.13;1;st;111;3529174;KFV;;
524106;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750SL 16S DM45 PC92 B604U1;162.84;;97.70;1;st;111;3529175;KFV;;
524107;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750SL 20S DM45 PC92 B604U1;162.84;;97.70;1;st;111;3529176;KFV;;
524110;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750 B298 DM40 VP16MM AUTO. 1755-1880;142.86;;85.72;1;st;111;3498590;KFV;;
524111;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750 B001 DM40 VP16MM AUTO. 1881-2170;142.86;;85.72;1;st;111;3498588;KFV;;
524112;MEERPUNTSSLUITING KFV CILINDERBED. SKG**  AS2750 B003 DM40 VP16MM AUTO. 2170-2400;162.84;;97.70;1;st;111;3498589;KFV;;
524120;SLUITLIJST KFV 2055X32X8/12 SKG**  B603 LS Q16 118-AT01 GEALAN S9000;88.40;;53.04;1;st;1301;3517194;KFV;;
524121;SLUITLIJST KFV 2055X32X8/12 SKG**  B603 RS Q16 118-AT01 GEALAN S9000;88.40;;53.04;1;st;1301;3517195;KFV;;
524122;SLUITLIJST KFV 2180X32X8/12 SKG**  B604 LS Q16 118-AT01 GEALAN S9000;88.40;;53.04;1;st;1301;3517196;KFV;;
524123;SLUITLIJST KFV 2180X32X8/12 SKG**  B604 RS Q16 118-AT01 GEALAN S9000;88.40;;53.04;1;st;1301;3517197;KFV;;
524124;STOLPSLUITLIJST KFV 2200X28X8 SKG**  B602 RS BS60-733-2EQH;231.53;;138.92;1;st;1302;3518809;KFV;;
524125;STOLPSLUITLIJST KFV 2200X28X8 SKG**  B602 LS BS60-733-2EQH;231.53;;138.92;1;st;1302;3518808;KFV;;
524126;STOLPSLUITLIJST KFV 1754X28X8 SKG**  B603 B604 RS Q21 119-AT01;170.47;;102.28;1;st;1302;3518328;KFV;;
524127;STOLPSLUITLIJST KFV 1754X28X8 SKG**  B603 B604 LS Q21 119-AT01;170.47;;102.28;1;st;1302;3518253;KFV;;
524140;TUSSENSTUK KFV STOLP 625X28X8  B603 B604 RS Q21 INKORTBAAR;66.38;;39.83;1;st;1305;3518330;KFV;;
524141;TUSSENSTUK KFV STOLP 625X28X8  B603 B604 LS Q21 INKORTBAAR;66.38;;39.83;1;st;1305;3518254;KFV;;
524142;OPZETSTUK KFV STOLP 530X28X8  B603 B604 LS INKORTBAAR;59.23;;35.54;1;st;1304;3486099;KFV;;
524143;OPZETSTUK KFV STOLP 530X28X8  B603 B604 RS INKORTBAAR;59.23;;35.54;1;st;1304;3486103;KFV;;
524160;TUSSENSTUK STOLP KFV Q8 625X28X8  LS INKORTBAAR B603 B604 DECEUNINCK;66.38;;39.83;1;st;1305;3521037;KFV;;
524161;TUSSENSTUK STOLP KFV Q8 625X28X8  RS INKORTBAAR B603 B604 DECEUNINCK;66.38;;39.83;1;st;1305;3521038;KFV;;
524162;OPZETSTUK STOLP KFV 530X28X8  LS INKORTBAAR B603 B604 DECEUNINCK;59.23;;35.54;1;st;1304;3521041;KFV;;
524163;OPZETSTUK STOLP KFV 530X28X8  RS INKORTBAAR B603 B604 DECEUNINCK;59.23;;35.54;1;st;1304;3521042;KFV;;
576244;PANELTAPE HDPE ZWALUW ZWART DUBBELZIJDIG  12MMX3MMX25MTR;15.53;;8.54;1;st;725;30880045;DEN BRAVEN;;
576468;BRANDWERENDE AFDICHTINGSPLPAAT FP ZWALUW  600X500X60MM;54.52;;29.99;1;st;772;210517;DEN BRAVEN;;
576473;OPSCHUIMENDE BRANDHULS  ZWART FP PIPE WRAP 50 MM;17.44;;9.59;1;st;762;210499;DEN BRAVEN;;
576480;OPSCHUIMENDE BRANDMANCHET  ZWART FP PIPE COLLAR 40 MM;34.43;;18.94;1;st;762;210506;DEN BRAVEN;;
576483;OPSCHUIMENDE BRANDMANCHET  ZWART FP PIPE COLLAR 80 MM;40.55;;22.30;1;st;762;210509;DEN BRAVEN;;
576500;RUGVULLING ZWALUW PU OPEN CEL DLB  10MM ROND GRIJS;0.31;;0.19;1;st;754;31070151;DEN BRAVEN;;
576501;RUGVULLING ZWALUW PU OPEN CEL DLB  15MM ROND GRIJS;0.33;;0.20;1;st;754;30880230;DEN BRAVEN;;
576502;RUGVULLING ZWALUW PU OPEN CEL DLB  20MM ROND GRIJS;0.41;;0.25;1;st;754;30618127;DEN BRAVEN;;
576504;RUGVULLING ZWALUW PU OPEN CEL DLB  30MM ROND GRIJS;0.79;;0.47;1;st;754;30880228;DEN BRAVEN;;
576510;RUGVULLING ZWALUW PU OPEN CEL DLB  10MM ROND GRIJS DOOS 5X1MTR;7.60;;4.56;1;st;754;31070124;DEN BRAVEN;;
576511;RUGVULLING ZWALUW PU OPEN CEL DLB  15MM ROND GRIJS DOOS 5X1MTR;7.75;;4.65;1;st;754;31070125;DEN BRAVEN;;
576604;LUCHTDICHT BUTYLBAND ZELFKL. ZWALUW DLB  50MMX10MTR BUITENZIJDE ZWART;10.97;;6.58;1;st;751;31070127;DEN BRAVEN;;
576605;LUCHTDICHT BUTYLBAND ZELFKL. ZWALUW DLB  100MMX10MTR BUITENZIJDE ZWART;22.36;;13.42;1;st;751;31070129;DEN BRAVEN;;
576606;LUCHTDICHT BUTYLBAND ZELFKL. ZWALUW DLB  150MMX10MTR BUITENZIJDE ZWART;30.27;;18.16;1;st;751;31070130;DEN BRAVEN;;
576607;LUCHTDICHT BUTYLBAND ZELFKL. ZWALUW DLB  200MMX10MTR BUITENZIJDE ZWART;39.63;;23.78;1;st;751;31070131;DEN BRAVEN;;
576660;LUCHTDICHTTAPE ZELFKL. MEMBR. ZWALUW DLB  75MMX25MTR PRIMERLOOS BINNENZIJDE ZWART;78.69;;47.21;1;st;753;31070260;DEN BRAVEN;;
576661;LUCHTDICHTTAPE ZELFKL. MEMBR. ZWALUW DLB  100MMX25MTR PRIMERLOOS BINNENZIJDE ZWART;104.91;;62.95;1;st;753;31070261;DEN BRAVEN;;
576662;LUCHTDICHTTAPE ZELFKL. MEMBR. ZWALUW DLB  150MMX25MTR PRIMERLOOS BINNENZIJDE ZWART;157.36;;94.42;1;st;753;31070262;DEN BRAVEN;;
576663;LUCHTDICHTTAPE ZELFKL. MEMBR. ZWALUW DLB  200MMX25MTR PRIMERLOOS BINNENZIJDE ZWART;209.87;;125.92;1;st;753;31070263;DEN BRAVEN;;
576664;LUCHTDICHTTAPE ZELFKL. MEMBR. ZWALUW DLB  250MMX25MTR PRIMERLOOS BINNENZIJDE ZWART;262.29;;157.37;1;st;753;31070264;DEN BRAVEN;;
576665;PANELTACK FOAMTAPE BOSTIK ZWART DUBBELZ  12MMX3MMX25MTR;25.25;;15.15;1;st;725;30182771;DEN BRAVEN;;
576666;LUCHTDICHTTAPE ZWALUW INTERIEUR WIT DLB  75MMX25MTR ZELFKLEVEND;78.69;;47.21;1;st;753;31070279;DEN BRAVEN;;
576705;SCHUIMBAND TNT85 AIRCEL SUPER SOFT PVC  15X10MM 50MTR OP HASPEL ANTRACIET;157.34;;94.40;100;st;751;576705;BURGHOUWT;;
576798;VOEGDICHTINGSBAND BG1 10/ 2-4MM  10X15MM 10MTR/ROL DLB (30 IN DOOS);8.52;;5.11;1;st;751;31070081;DEN BRAVEN;;
576799;VOEGDICHTINGSBAND BG1 10/ 1.5-2.5MM  10X10MM 12,5MTR/ROL DLB (30 IN DOOS);6.58;;3.95;1;st;751;30880211;DEN BRAVEN;;
576800;VOEGDICHTINGSBAND BG1 15/ 2-4MM  15X15MM 10MTR/ROL DLB (20 IN DOOS);11.17;;6.70;1;st;751;30880207;DEN BRAVEN;;
576803;VOEGDICHTINGSBAND BG1 20/ 3-7MM  20X20MM 8MTR/ROL DLB (15 IN DOOS);16.04;;9.62;1;st;751;30880205;DEN BRAVEN;;
576805;VOEGDICHTINGSBAND BG1 30/ 5-10MM  30X30MM 5,6MTR/ROL DLB (10 IN DOOS);26.24;;15.74;1;st;751;30618088;DEN BRAVEN;;
576806;VOEGDICHTINGSBAND BG1 10/ 3-7MM  10X20MM 8MTR/ROL DLB (30 IN DOOS);8.62;;5.17;1;st;751;31070082;DEN BRAVEN;;
576807;VOEGDICHTINGSBAND BG1 20/ 7-12MM  20X40MM 4.3MTR/ROL DLB (15 IN DOOS);16.52;;9.91;1;st;751;30880204;DEN BRAVEN;;
576812;PVC SCHUIMBAND ZELFKL.ZWART  LH 521 8X9;63.40;;38.04;100;st;751;576812;BURGHOUWT;;
576819;VOEGDICHTINGSBAND BG1 15/3 3-7MM  15X20MM 8MTR/ROL DLB (20 IN DOOS);13.64;;8.18;1;st;751;30618095;DEN BRAVEN;;
576820;ALUBAND ZWALUW BITUMEN ZELFKLEVEND  100MMX10MTR;24.17;;14.50;1;st;757;30880216;DEN BRAVEN;;
576821;LUCHTDICHT SCHUIMBAND DLB  30MMX7MTR VOEGBREEDTE 6-15MM;46.44;;27.86;1;st;751;31070283;DEN BRAVEN;;
576829;CELBAND PE VITO GRIJS  9X5MM 300MTR OP HASPEL ZELFKLEVEND;91.24;;54.74;1;st;752;576829;BURGHOUWT;;
576850;PE BEGLAZINGSSET ZWALUW GRIJS  COMPLETE SET VOOR GLAS 24MM 1.5M2;17.24;;10.34;1;st;752;31070267;DEN BRAVEN;;
576890;TENGELBAND MORGO PE UV-BESTENDIG DLB  3MMX30MM ROL 30MTR ZELFKLEVEND;13.40;;13.40;1;st;756;576890;BURGHOUWT;;
576891;TENGELBAND MORGO PE FIRESTOP DLB  3MMX30MM ROL 20MTR ZELFKLEVEND;13.74;;13.74;1;st;756;576891;BURGHOUWT;;
576905;MANCHET EISEDICHT EPDM DLB  15-22MM GD21 0021;5.25;;5.25;1;st;761;576905;BURGHOUWT;;
576907;MANCHET EISEDICHT EPDM DLB  25-32MM GD22 0022;5.87;;5.87;1;st;761;576907;BURGHOUWT;;
576908;MANCHET EISEDICHT EPDM DLB  42-55MM GD23 0023;10.06;;10.06;1;st;761;576908;BURGHOUWT;;
576911;MANCHET EISEDICHT EPDM DLB  100-110MM RGD100-0004;29.94;;29.94;1;st;761;576911;BURGHOUWT;;
576915;MANCHET EISEDICHT EPDM DLB  100-125MM FRGD100-0071;34.33;;34.33;1;st;761;576915;BURGHOUWT;;
576916;MANCHET EISEDICHT EPDM DLB  150-165MM FRGD150-0072;37.42;;37.42;1;st;761;576916;BURGHOUWT;;
576950;MANCHET MORGO WANDCONTACTDOOS DLB  SD03 450X320MM 4 STUKS IN DOOS;167.44;;103.81;1;st;761;576950;BURGHOUWT;;
576993;PORTAALAFDICHTBAND PB BOTAMENT  20MTRX400MM;229.95;;149.47;1;st;756;576993;BURGHOUWT;;
576994;SYSTEEMBAND SB 78/J BOTAMENT  50MTRX120MM;130.64;;84.92;1;st;756;576994;BURGHOUWT;;
576995;BUITENHOEK SB 78/J BOTAMENT ;8.84;;5.74;1;st;756;576995;BURGHOUWT;;
576996;BINNENHOEK SB 78/J BOTAMENT ;8.84;;5.74;1;st;756;576996;BURGHOUWT;;
576997;AFDICHTBAND BUTYL DB BOTAMENT  10MTRX100MM;92.92;;60.40;1;st;756;576997;BURGHOUWT;;
578000;HOEKLASVERB.STAALMT 45X45X2  DECEUNINCK ZENDOW 8ST.P.SET;8.85;;4.87;1;st;12215;578000;BURGHOUWT;;
578001;HOEKLASVERB.STAALMT 44X44X2,5  PROFIALIS S3000 8ST.P.SET;8.39;;4.61;1;st;12215;578001;BURGHOUWT;;
578002;HOEKLASVERB.STAALMT 50X40X2  SCHÜCO CT70,ALUPLAST 8ST.P.SET;8.85;;4.87;1;st;12215;578002;BURGHOUWT;;
578003;HOEKLASVERB.STAALMT 50X40X2,5  K-VISION,REHAU 8ST.P.SET;8.85;;4.87;1;st;12215;578003;BURGHOUWT;;
578004;HOEKLASVERB.STAALMT 55X45X2,5  INOUTIC-ARCADE 8ST.P.SET;8.39;;4.61;1;st;12215;578004;BURGHOUWT;;
578005;HOEKLASVERB.STAALMT 60X40X2  VEKA 82 SOFTLINE  8ST.P.SET;8.85;;4.87;1;st;12215;578005;BURGHOUWT;;
578006;HOEKLASVERB.STAALMT 60X46X2  GEALAN S8000/S9000 8ST.P.SET;8.85;;4.87;1;st;12215;578006;BURGHOUWT;;
578007;HOEKLASVERB.STAALMT 65X45X3  VEKA TOPLINE 8ST.P.SET;8.85;;4.87;1;st;12215;578007;BURGHOUWT;;
578009;HOEKLASVERB.STAALMT 60X40X3  VEKA 82  SOFTLINE 8ST.P.SET;8.85;;4.87;1;st;12215;578009;BURGHOUWT;;
578010;HOEKLASVERB.STAALMT 51X42X2  GEALAN S8000/S9000 8ST.P.SET;13.74;;7.56;1;st;12215;578010;BURGHOUWT;;
578011;HOEKLASVERB.STAALMT 40X55X3  SCHÜCO LIVING 8ST.P.SET.;11.22;;6.17;1;st;12215;578011;BURGHOUWT;;
578024;MECHANISCHE T-VERBINDER VEKA  SOFTLINE 82NL NL-BLOKPROFIEL;5.58;;3.07;1;st;12215;578024;BURGHOUWT;;
578025;MECHANISCHE T-VERBINDER VEKA  SOFTLINE 82 T-94MM VLAK MOD.;1.73;;0.95;1;st;12215;578025;BURGHOUWT;;
578026;MECHANISCHE T-VERBINDER VEKA  SOFTLINE 82 T-124MM VLAK MOD.;2.88;;1.58;1;st;12215;578026;BURGHOUWT;;
578027;MECHANISCHE T-VERBINDER VEKA  SOFTLINE 82 T-94MM;5.74;;3.16;1;st;12215;578027;BURGHOUWT;;
578035;MECHANISCHE T-VERBINDER GEALAN S9000  6481 NL BLOKPROFIEL EXCL.DICHTINGSBLOK;3.06;;1.68;1;st;12215;578035;BURGHOUWT;;
578050;AFDEKDOPJE PVC WIT  VOOR BORING 10 MM;56.46;;31.05;1000;st;12215;578050;BURGHOUWT;;
578070;PVC TRANSPORTBEVEILIGER WIT  KLIKBAAR LB-PROFILE;94.85;;52.15;1000;st;12215;578070;BURGHOUWT;;
578105;GLASBLOKKEN 100X24X6 ZWART  DOOS A 1000 STUKS;46.10;;25.35;1000;st;781;578105;BURGHOUWT;;
578107;GLASBLOKKEN 100X26X2 BLAUW  DOOS A 1000 STUKS;38.20;;21.01;1000;st;781;578107;BURGHOUWT;;
578113;GLASBLOKKEN 100X28X2 BLAUW  DOOS A 1000 STUKS;37.84;;20.81;1000;st;781;578113;BURGHOUWT;;
578117;GLASBLOKKEN 100X28X6 ZWART  DOOS A 500 STUKS;49.92;;27.46;1000;st;781;578117;BURGHOUWT;;
578126;GLASBLOKKEN 100X32X3 ROOD  DOOS A 1000 STUKS;43.53;;23.94;1000;st;781;578126;BURGHOUWT;;
578127;GLASBLOKKEN 100X32X4 GEEL  DOOS A 1000 STUKS;46.10;;25.35;1000;st;781;578127;BURGHOUWT;;
578151;GLASBLOKKEN 100X40X6 ZWART  DOOS A 500 STUKS;46.82;;25.76;1000;st;781;578151;BURGHOUWT;;
578162;GLASSPONNINGSBLOK KLEMBAAR  SCHÜCO LIVING 82 (FLGR) (500/DS);80.00;;40.00;1000;st;781;578162;BURGHOUWT;;
578171;GLASBLOKKEN TILMAR 100X24X1MM WIT  ZAK A 100 STUKS;5.46;;3.00;1;st;781;578171;BURGHOUWT;;
578172;GLASBLOKKEN TILMAR 100X24X2MM BLAUW  ZAK A 100 STUKS;5.46;;3.00;1;st;781;578172;BURGHOUWT;;
578173;GLASBLOKKEN TILMAR 100X24X3MM ROOD  ZAK A 100 STUKS;5.79;;3.18;1;st;781;578173;BURGHOUWT;;
578174;GLASBLOKKEN TILMAR 100X24X4MM GEEL  ZAK A 100 STUKS;6.55;;3.60;1;st;781;578174;BURGHOUWT;;
578175;GLASBLOKKEN TILMAR 100X24X5MM GROEN  ZAK A 100 STUKS;7.11;;3.91;1;st;781;578175;BURGHOUWT;;
578176;GLASBLOKKEN TILMAR 100X24X6MM ZWART  ZAK A 100 STUKS;7.45;;4.10;1;st;781;578176;BURGHOUWT;;
578202;GLASSPONNINGSBLOK KLEMBAAR  GEALAN (VEKA) S 7000 / S 8000 (500/DS);61.10;;33.60;1000;st;781;578202;BURGHOUWT;;
578203;GLASSPONNINGSBLOK KLEMBAAR  GEALAN S 7000 / S 8000 VERHOOGD (250/DS);84.56;;46.52;1000;st;781;578203;BURGHOUWT;;
578204;GLASSPONNINGSBLOK KLEMBAAR  VEKA TOPLINE (500/DS);48.30;;26.56;1000;st;781;578204;BURGHOUWT;;
578206;GLASSPONNINGSBLOK KLEMBAAR  DECEUNINCK ZENDOW 3000 / 5000 (500/DS);53.66;;29.52;1000;st;781;578206;BURGHOUWT;;
578207;GLASSPONNINGSBLOK KLEMBAAR DECEUNINCK  ZENDOW 3000 / 5000 VERHOOGD (250/DS);69.88;;38.44;1000;st;781;578207;BURGHOUWT;;
578208;GLASSPONNINGSBLOK KLEMBAAR  PROFIALIS WYMAR 3000 (500/DS);58.66;;32.26;1000;st;781;578208;BURGHOUWT;;
578209;GLASSPONNINGSBLOK KLEMBAAR REHAU  BRILLANT DESIGN THERMO DESIGN 70(500/DS);53.96;;29.68;1000;st;781;578209;BURGHOUWT;;
578212;GLASSPONNINGSBLOK KLEMBAAR  ALUPLAST IDEAL 4000 / 5000 (500/DS);68.74;;37.80;1000;st;781;578212;BURGHOUWT;;
578213;GLASSPONNINGSBLOK KLEMBAAR  (500/DS)  ALUPLAST IDEAL 4000 / 5000 5MM VERHOOGD;90.88;;50.00;1000;st;781;578213;BURGHOUWT;;
578216;GLASSPONNINGSBLOK KLEMBAAR  GEALAN S9000(500/DS);77.62;;42.70;1000;st;781;578216;BURGHOUWT;;
578820;ALUBAND ZWALUW BITUMEN ZELFKLEVEND  50MMX10MTR;13.01;;7.80;1;st;757;30880213;DEN BRAVEN;;
578821;ALUBAND ZWALUW BITUMEN ZELFKLEVEND  75MMX10MTR;18.41;;11.05;1;st;757;30880212;DEN BRAVEN;;
578822;ALUBAND ZWALUW BITUMEN ZELFKLEVEND  150MMX10MTR;36.39;;21.84;1;st;757;31069998;DEN BRAVEN;;
578823;ALUBAND ZWALUW BITUMEN ZELFKLEVEND  200MMX10MTR;48.45;;29.07;1;st;757;30880217;DEN BRAVEN;;
578824;ALUBAND ZWALUW BITUMEN ZELFKLEVEND  300MMX10MTR;73.16;;43.90;1;st;757;31070662;DEN BRAVEN;;
578825;LOODBAND ZWALUW BITUMEN ZELFKLEVEND  50MMX10MTR;13.01;;7.80;1;st;758;31070664;DEN BRAVEN;;
578826;LOODBAND ZWALUW BITUMEN ZELFKLEVEND  75MMX10MTR;18.41;;11.05;1;st;758;31070008;DEN BRAVEN;;
578827;LOODBAND ZWALUW BITUMEN ZELFKLEVEND  100MMX10MTR;24.17;;14.50;1;st;758;31070009;DEN BRAVEN;;
578828;LOODBAND ZWALUW BITUMEN ZELFKLEVEND  150MMX10MTR;36.39;;21.84;1;st;758;31070010;DEN BRAVEN;;
578829;LOODBAND ZWALUW BITUMEN ZELFKLEVEND  200MMX10MTR;48.45;;29.07;1;st;758;31070011;DEN BRAVEN;;
578830;LOODBAND ZWALUW BITUMEN ZELFKLEVEND  300MMX10MTR;73.16;;43.90;1;st;758;31070012;DEN BRAVEN;;
579809;AFDICHTINGSBAND ZWALUW PE GRIJS  3X9MM 100MTR ZELFKLEVEND;13.90;;8.34;1;st;752;31070016;DEN BRAVEN;;
579810;AFDICHTINGSBAND ZWALUW PE GRIJS  4X9MM 100MTR ZELFKLEVEND;14.87;;8.92;1;st;752;31070018;DEN BRAVEN;;
579811;AFDICHTINGSBAND ZWALUW PE WIT  3X9MM 100MTR ZELFKLEVEND;13.90;;8.34;1;st;752;31070015;DEN BRAVEN;;
579813;AFDICHTINGSBAND ZWALUW PE WIT  4X9MM 100MTR ZELFKLEVEND;14.87;;8.92;1;st;752;31070017;DEN BRAVEN;;
579814;AFDICHTINGSBAND ZWALUW PE GRIJS  3X9MM 400MTR OP HASPEL ZELFKLEVEND;55.49;;33.29;1;st;752;31070020;DEN BRAVEN;;
579815;AFDICHTINGSBAND ZWALUW PE WIT  3X9MM 400MTR OP HASPEL ZELFKLEVEND;55.49;;33.29;1;st;752;31070019;DEN BRAVEN;;
579816;AFDICHTINGSBAND ZWALUW PE GRIJS  4X9MM 275MTR OP HASPEL ZELFKLEVEND;40.85;;24.51;1;st;752;31070022;DEN BRAVEN;;
579817;AFDICHTINGSBAND ZWALUW PE WIT  4X9MM 275MTR OP HASPEL ZELFKLEVEND;40.85;;24.51;1;st;752;31070021;DEN BRAVEN;;
